# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		584836		46105		45980
1		554906		87450		46717
2		478770		122546		47037
3		394891		149729		47167
4		340768		169918		47238
5		308299		184829		47346
6		289322		196605		47410
7		275349		206004		47490
8		266165		213658		47367
9		259063		220001		47412
10		253954		225430		47502
11		249755		230132		47537
12		246608		234281		47465
13		243342		238017		47538
14		240713		241393		47539
15		237962		244447		47498
16		235666		247292		47564
17		234069		249936		47574
18		232547		252277		47574
19		231186		254464		47521
20		229830		256611		47584
21		228196		258652		47560
22		225764		260729		47625
23		224193		262560		47594
24		223034		264295		47612
25		222042		265955		47557
26		221105		267587		47541
27		220289		269094		47576
28		219668		270574		47646
29		219012		271984		47639
30		218341		273376		47685
31		217593		274814		47620
32		216878		276226		47645
33		216230		277611		47624
34		215564		278967		47648
35		215033		280415		47645
36		213731		281903		47656
37		211289		283584		47648
38		205291		285681		47641
39		199028		287837		47691
40		195177		289676		47653
41		193308		291329		47666
42		192137		292806		47628
43		191288		294153		47596
44		190691		295314		47652
45		190172		296401		47644
46		189657		297379		47638
47		189296		298291		47657
48		188955		299206		47655
49		188701		300035		47641
50		188429		300792		47631
51		188173		301622		47565
52		187437		302539		47545
53		186471		303574		47489
54		185722		304483		47475
55		185308		305322		47512
56		185036		306076		47541
57		184789		306731		47544
58		184537		307400		47530
59		184356		308023		47513
60		184207		308575		47519
61		184081		309132		47566
62		183998		309641		47544
63		183910		310138		47531
64		183807		310614		47558
65		183732		311083		47588
66		183644		311542		47595
67		183580		311977		47611
68		183493		312378		47615
69		183393		312812		47619
70		183317		313233		47612
71		183245		313639		47626
72		183166		314031		47618
73		183134		314395		47639
74		183132		314783		47590
75		183063		315153		47551
76		182996		315466		47551
77		182960		315792		47544
78		182916		316149		47568
79		182837		316518		47560
80		182783		316853		47571
81		182767		317164		47572
82		182731		317522		47571
83		182699		317817		47564
84		182656		318101		47591
85		182644		318393		47596
86		182620		318684		47591
87		182611		318988		47574
88		182568		319290		47573
89		182521		319595		47579
90		182478		319877		47586
91		182434		320174		47583
92		182409		320441		47581
93		182383		320690		47583
94		182344		320940		47554
95		182307		321190		47551
96		182290		321424		47550
97		182239		321686		47542
98		182220		321925		47523
99		182195		322126		47534
100		182173		322375		47538
101		182159		322609		47524
102		182111		322849		47526
103		182105		323087		47509
104		182082		323297		47512
105		182069		323516		47522
106		182048		323733		47512
107		182037		323945		47491
108		182029		324152		47477
109		182018		324359		47522
110		182007		324558		47519
111		181995		324765		47511
112		181989		324971		47514
113		181992		325176		47518
