# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		579141		44762		45036
1		538224		83232		46384
2		458646		114634		46850
3		382656		139966		47024
4		326352		160448		46997
5		284842		177127		47086
6		259333		190670		47212
7		241196		202469		47252
8		230381		212736		47290
9		222027		221950		47340
10		216295		230441		47362
11		212352		238359		47391
12		208833		245672		47464
13		205071		252699		47443
14		202554		259322		47405
15		200418		265694		47406
16		198041		272020		47453
17		195450		278049		47439
18		193303		283925		47434
19		191328		289571		47453
20		189829		295193		47456
21		188041		300645		47451
22		186824		305851		47453
23		185258		310947		47392
24		184777		315917		47536
25		183612		320777		47459
26		182916		325392		47563
27		182571		330034		47504
28		181557		334590		47517
29		181683		339035		47568
30		180780		343422		47527
31		179848		347680		47537
32		179016		351881		47613
33		178780		356090		47682
34		178267		360060		47629
35		178682		364129		47614
36		178371		368076		47546
37		178616		372122		47545
38		177483		376127		47538
39		177164		380079		47462
40		176723		384041		47481
41		175807		387967		47515
42		174621		391804		47555
43		172775		395579		47584
44		171409		399302		47503
45		169893		402834		47555
46		168477		406364		47621
47		167876		409813		47569
48		166936		413219		47655
49		166770		416575		47722
50		167112		419803		47665
51		166807		423136		47667
52		164729		426516		47683
53		163995		429829		47646
54		162599		433086		47602
55		161642		436427		47601
56		160140		439748		47629
57		158570		442979		47586
58		157634		446058		47524
59		156653		449093		47626
60		156939		452229		47690
61		156651		455380		47671
62		156002		458510		47594
63		155931		461535		47612
64		155238		464478		47546
65		154590		467372		47603
66		154427		470233		47614
67		153829		473156		47678
68		154195		476056		47692
69		154318		479084		47605
70		153977		481978		47622
71		153943		484867		47678
72		153565		487776		47659
73		153280		490711		47618
74		153070		493635		47599
75		152551		496356		47587
76		152263		499116		47587
77		152178		501822		47540
78		152341		504555		47582
79		152343		507287		47593
80		152162		509951		47635
81		152102		512554		47663
82		151856		515127		47691
83		151946		517647		47607
84		151817		520180		47627
85		151837		522642		47609
86		151346		525046		47609
87		151332		527480		47596
88		150564		529871		47623
89		150349		532176		47611
90		150145		534494		47622
91		149846		536832		47614
92		149783		539122		47587
93		149706		541398		47600
94		149305		543713		47555
95		149083		546012		47525
96		148876		548265		47555
97		148931		550471		47557
98		148885		552743		47624
99		148519		554964		47645
100		148582		557123		47652
101		148396		559252		47691
102		148275		561413		47678
103		148425		563462		47680
104		148281		565595		47632
105		148041		567739		47593
106		147913		569792		47653
107		147920		571940		47658
108		147611		574013		47677
109		147780		576067		47610
110		147714		578036		47600
111		147393		580039		47607
112		147728		581994		47592
113		147465		583913		47615
114		146792		585895		47601
115		146532		587707		47596
116		146408		589507		47615
117		146538		591430		47573
118		146621		593224		47610
119		146482		594975		47535
120		145883		596821		47500
121		145591		598572		47517
122		145243		600243		47567
123		145387		601893		47509
124		145451		603584		47522
125		145145		605216		47565
126		144984		606892		47549
127		144644		608436		47534
128		144539		610031		47566
129		144273		611555		47540
130		144518		613089		47584
131		144341		614604		47607
132		144250		616168		47573
133		144232		617714		47612
134		144644		619273		47567
135		144313		620812		47511
136		144217		622343		47505
137		143668		623843		47575
138		143554		625185		47610
139		143450		626539		47567
140		143477		627907		47573
141		143422		629312		47584
142		143233		630645		47588
143		143144		631917		47604
144		142955		633288		47596
145		143035		634639		47598
146		143095		635958		47601
147		142744		637205		47596
148		142525		638407		47602
149		142441		639647		47629
150		142212		640830		47641
151		142009		641967		47631
152		141909		643029		47622
153		141921		644036		47611
154		141820		645075		47601
155		141671		646070		47585
156		141515		647060		47596
157		141414		648013		47569
158		141367		648865		47561
159		141275		649826		47541
160		141145		650697		47563
161		141053		651528		47570
162		140948		652426		47582
163		140878		653307		47588
164		140836		654167		47550
165		140760		655001		47568
166		140647		655832		47560
167		140513		656637		47574
168		140472		657441		47561
169		140374		658183		47562
170		140215		658931		47489
171		140161		659627		47519
172		140054		660317		47498
173		139993		660971		47517
174		140023		661669		47548
175		139910		662348		47547
176		139939		662977		47575
177		139780		663621		47539
178		139729		664222		47537
179		139631		664818		47563
180		139644		665371		47568
181		139610		665967		47559
182		139537		666553		47586
183		139524		667148		47586
184		139472		667711		47604
185		139361		668262		47596
186		139248		668746		47594
187		139197		669270		47612
188		139117		669745		47601
189		139053		670198		47611
190		139031		670655		47623
191		138987		671105		47619
192		138940		671552		47618
193		138876		671940		47634
194		138797		672347		47617
195		138769		672719		47609
196		138706		673099		47601
197		138648		673463		47618
198		138595		673818		47622
199		138549		674142		47599
200		138490		674468		47616
201		138315		674641		47636
202		138196		674768		47611
203		138088		674879		47604
204		137978		674989		47604
205		137910		675048		47603
206		137832		675121		47596
207		137766		675188		47607
208		137721		675233		47613
209		137679		675275		47612
210		137634		675318		47616
211		137599		675353		47622
212		137570		675380		47630
213		137548		675402		47635
214		137527		675423		47627
215		137508		675443		47631
216		137482		675469		47630
217		137469		675482		47633
218		137444		675506		47631
219		137434		675516		47628
220		137422		675528		47632
221		137410		675541		47635
222		137398		675553		47638
223		137387		675564		47637
224		137370		675581		47634
225		137357		675594		47637
226		137348		675604		47635
227		137336		675616		47629
228		137320		675632		47625
229		137314		675638		47625
230		137309		675643		47619
231		137305		675647		47616
232		137297		675655		47618
