# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		3800		1614		1639
1		2743		2474		1686
2		2369		2989		1724
3		2155		3338		1749
4		2007		3610		1745
5		1912		3818		1763
6		1877		4013		1767
7		1816		4196		1765
8		1779		4350		1765
9		1769		4506		1769
10		1747		4644		1768
11		1729		4782		1773
12		1696		4909		1768
13		1662		5016		1763
14		1653		5126		1784
15		1658		5244		1784
16		1647		5322		1785
17		1624		5410		1787
18		1608		5501		1776
19		1606		5583		1767
20		1596		5653		1760
21		1582		5735		1773
22		1567		5810		1771
23		1559		5884		1772
24		1554		5946		1783
25		1545		6011		1786
26		1534		6067		1782
27		1529		6117		1787
28		1523		6166		1787
29		1517		6213		1785
30		1508		6257		1786
31		1508		6298		1788
32		1504		6334		1786
33		1504		6381		1777
34		1502		6424		1777
35		1501		6463		1774
36		1503		6503		1770
37		1503		6544		1780
38		1503		6592		1790
39		1500		6632		1780
40		1500		6671		1785
41		1507		6713		1790
42		1506		6743		1790
43		1502		6783		1788
44		1497		6823		1784
45		1496		6858		1781
46		1495		6892		1782
47		1501		6932		1792
48		1504		6982		1792
49		1498		7019		1793
50		1495		7055		1795
51		1494		7084		1796
52		1495		7125		1795
53		1498		7163		1793
54		1496		7191		1791
55		1499		7221		1789
56		1496		7263		1795
57		1500		7303		1794
58		1503		7336		1793
59		1494		7363		1795
60		1492		7396		1791
61		1483		7436		1794
62		1486		7470		1783
63		1490		7506		1785
64		1489		7538		1783
65		1486		7576		1784
66		1486		7611		1784
67		1486		7644		1797
68		1482		7669		1789
69		1483		7698		1780
70		1486		7724		1782
71		1489		7754		1777
72		1487		7787		1783
73		1487		7814		1789
74		1494		7849		1780
75		1492		7889		1774
76		1493		7919		1776
77		1486		7965		1779
78		1486		7996		1770
79		1483		8032		1760
80		1483		8068		1762
81		1488		8095		1763
82		1489		8130		1759
83		1491		8156		1760
84		1492		8188		1766
85		1493		8220		1777
86		1498		8254		1774
87		1497		8291		1774
88		1493		8328		1786
89		1493		8362		1787
90		1492		8396		1788
91		1490		8443		1789
92		1492		8478		1787
93		1494		8518		1791
94		1492		8562		1785
95		1490		8591		1784
96		1487		8614		1783
97		1488		8640		1783
98		1486		8671		1781
99		1484		8704		1777
100		1480		8737		1784
101		1481		8767		1777
102		1474		8794		1776
103		1474		8819		1773
104		1476		8848		1772
105		1478		8878		1764
106		1486		8911		1757
107		1480		8953		1760
108		1480		8982		1759
109		1480		9018		1754
110		1489		9059		1750
111		1487		9095		1756
112		1485		9128		1767
113		1479		9155		1770
114		1479		9187		1771
115		1481		9210		1771
116		1479		9246		1778
117		1483		9284		1783
118		1487		9311		1783
119		1484		9347		1775
120		1485		9379		1771
121		1484		9406		1767
122		1478		9439		1761
123		1483		9478		1768
124		1482		9521		1775
125		1484		9564		1777
126		1475		9607		1776
127		1473		9629		1773
128		1468		9657		1774
129		1470		9683		1775
130		1469		9708		1783
131		1471		9729		1787
132		1473		9765		1786
133		1470		9798		1794
134		1475		9828		1793
135		1474		9861		1793
136		1474		9891		1793
137		1474		9923		1794
138		1466		9953		1799
139		1468		9984		1798
140		1468		10014		1793
141		1471		10048		1792
142		1471		10086		1784
143		1471		10123		1792
144		1477		10150		1793
145		1477		10186		1792
146		1481		10216		1785
147		1475		10263		1779
148		1471		10286		1778
149		1474		10316		1779
150		1474		10354		1773
151		1470		10377		1773
152		1465		10404		1783
153		1462		10427		1787
154		1460		10442		1780
155		1459		10456		1780
156		1455		10477		1779
157		1456		10494		1783
158		1453		10505		1785
159		1450		10525		1793
160		1449		10537		1793
161		1447		10550		1795
162		1447		10562		1796
163		1446		10572		1791
164		1444		10586		1786
165		1443		10600		1790
166		1441		10615		1789
167		1440		10624		1783
168		1439		10633		1777
169		1438		10646		1782
170		1435		10653		1781
171		1432		10662		1784
172		1432		10674		1785
173		1431		10680		1789
174		1431		10686		1787
175		1431		10693		1786
176		1430		10703		1781
177		1430		10709		1778
178		1430		10714		1782
179		1429		10726		1785
180		1426		10735		1785
181		1426		10740		1786
182		1425		10746		1787
183		1425		10755		1783
184		1425		10759		1785
185		1425		10765		1784
186		1424		10771		1786
187		1423		10779		1790
188		1421		10783		1790
189		1421		10785		1789
190		1420		10791		1791
191		1420		10797		1794
192		1420		10802		1794
193		1420		10812		1794
194		1420		10818		1792
195		1420		10827		1794
196		1420		10830		1795
197		1420		10835		1796
198		1420		10839		1796
199		1420		10845		1793
200		1419		10849		1795
201		1419		10849		1795
202		1418		10850		1796
203		1418		10850		1796
204		1418		10850		1796
205		1417		10851		1795
206		1416		10852		1794
207		1416		10852		1794
208		1416		10852		1794
209		1416		10852		1794
210		1416		10852		1794
211		1415		10853		1796
212		1415		10853		1796
213		1415		10853		1796
214		1414		10854		1796
215		1413		10855		1795
216		1413		10855		1795
217		1413		10855		1795
218		1413		10855		1795
219		1413		10855		1795
220		1413		10855		1795
221		1413		10855		1795
222		1413		10855		1795
223		1413		10855		1795
224		1411		10857		1797
225		1411		10857		1797
226		1410		10858		1795
227		1410		10858		1795
228		1410		10858		1795
229		1410		10858		1795
230		1410		10858		1795
231		1410		10858		1795
232		1410		10858		1795
233		1410		10858		1795
234		1410		10858		1795
235		1410		10858		1795
236		1410		10858		1795
237		1410		10858		1795
238		1410		10858		1795
239		1410		10858		1795
240		1410		10858		1795
241		1409		10859		1795
242		1409		10859		1795
243		1409		10859		1795
244		1409		10859		1795
245		1409		10859		1795
246		1409		10859		1795
247		1409		10859		1795
248		1409		10859		1795
249		1409		10859		1795
250		1409		10859		1795
251		1409		10859		1795
252		1409		10859		1795
253		1409		10859		1795
254		1409		10859		1795
255		1409		10859		1795
256		1409		10859		1795
257		1409		10859		1795
258		1409		10859		1795
259		1409		10859		1795
260		1409		10859		1795
261		1409		10859		1795
262		1409		10859		1795
263		1409		10859		1795
264		1409		10859		1795
265		1409		10859		1795
266		1409		10859		1795
267		1409		10859		1795
268		1409		10859		1795
269		1409		10859		1795
270		1409		10859		1795
271		1409		10859		1795
272		1409		10859		1795
273		1409		10859		1795
274		1409		10859		1795
275		1409		10859		1795
276		1409		10859		1795
277		1409		10859		1795
278		1409		10859		1795
279		1409		10859		1795
280		1409		10859		1795
281		1409		10859		1795
282		1409		10859		1795
283		1409		10859		1795
284		1409		10859		1795
285		1409		10859		1795
286		1409		10859		1795
287		1409		10859		1795
288		1409		10859		1795
289		1409		10859		1795
290		1409		10859		1795
291		1409		10859		1795
292		1409		10859		1795
293		1409		10859		1795
294		1409		10859		1795
295		1409		10859		1795
296		1409		10859		1795
297		1409		10859		1795
298		1409		10859		1795
299		1409		10859		1795
300		1418		10868		1791
301		1432		10890		1785
302		1438		10917		1782
303		1442		10941		1780
304		1443		10962		1789
305		1447		10989		1786
306		1446		11008		1778
307		1445		11028		1779
308		1447		11045		1781
309		1447		11068		1779
310		1452		11092		1785
311		1453		11123		1782
312		1454		11154		1775
313		1454		11181		1776
314		1453		11209		1774
315		1459		11236		1772
316		1459		11262		1776
317		1467		11300		1779
318		1470		11332		1773
319		1478		11376		1775
320		1474		11413		1768
321		1466		11446		1777
322		1467		11482		1772
323		1472		11512		1772
324		1467		11539		1770
325		1466		11568		1773
326		1471		11597		1768
327		1474		11627		1766
328		1472		11655		1767
329		1474		11700		1772
330		1475		11732		1781
331		1472		11768		1784
332		1472		11812		1779
333		1477		11848		1777
334		1476		11886		1778
335		1474		11915		1781
336		1470		11939		1780
337		1464		11970		1784
338		1468		11995		1784
339		1469		12021		1784
340		1473		12048		1784
341		1477		12075		1782
342		1475		12103		1789
343		1474		12132		1784
344		1468		12164		1777
345		1470		12187		1783
346		1468		12222		1782
347		1472		12252		1774
348		1474		12290		1784
349		1477		12328		1778
350		1476		12374		1787
351		1470		12411		1792
352		1475		12438		1789
353		1472		12474		1788
354		1470		12498		1792
355		1469		12530		1789
356		1469		12573		1787
357		1471		12603		1793
358		1470		12631		1789
359		1470		12673		1777
360		1467		12708		1779
361		1467		12749		1784
362		1466		12789		1787
363		1465		12824		1787
364		1465		12855		1787
365		1466		12889		1785
366		1466		12919		1784
367		1465		12947		1782
368		1464		12982		1782
369		1464		13018		1785
370		1465		13048		1789
371		1462		13073		1783
372		1465		13101		1785
373		1462		13133		1784
374		1464		13171		1784
375		1463		13210		1783
376		1462		13240		1770
377		1465		13279		1768
378		1461		13315		1762
379		1464		13338		1769
380		1463		13374		1771
381		1471		13402		1768
382		1467		13442		1772
383		1471		13475		1768
384		1466		13509		1772
385		1465		13539		1767
386		1458		13564		1771
387		1456		13592		1767
388		1455		13625		1765
389		1460		13644		1770
390		1459		13681		1774
391		1456		13718		1769
392		1452		13755		1768
393		1451		13784		1774
394		1451		13813		1772
395		1453		13832		1780
396		1452		13852		1774
397		1450		13867		1771
398		1454		13899		1764
399		1461		13925		1773
400		1459		13953		1770
401		1458		13982		1769
402		1458		14015		1775
403		1456		14038		1777
404		1458		14073		1780
405		1458		14106		1775
406		1461		14137		1775
407		1462		14169		1786
408		1462		14202		1780
409		1463		14235		1777
410		1468		14260		1768
411		1472		14295		1768
412		1470		14328		1769
413		1469		14353		1774
414		1467		14382		1778
415		1470		14415		1771
416		1471		14447		1774
417		1464		14484		1779
418		1464		14501		1774
419		1465		14534		1768
420		1460		14560		1777
421		1463		14581		1773
422		1462		14612		1771
423		1465		14637		1782
424		1467		14664		1781
425		1462		14689		1788
426		1464		14714		1788
427		1459		14757		1786
428		1458		14793		1780
429		1458		14811		1790
430		1456		14835		1789
431		1462		14861		1781
432		1459		14887		1784
433		1466		14910		1793
434		1466		14947		1786
435		1463		14969		1786
436		1463		14992		1790
437		1464		15028		1798
438		1468		15064		1789
439		1472		15095		1785
440		1476		15125		1788
441		1471		15164		1794
442		1471		15195		1789
443		1474		15226		1785
444		1471		15264		1804
445		1473		15291		1805
446		1471		15323		1795
447		1472		15362		1800
448		1472		15384		1800
449		1469		15415		1794
450		1471		15440		1795
451		1465		15466		1790
452		1461		15485		1793
453		1459		15507		1790
454		1456		15525		1789
455		1454		15548		1790
456		1451		15561		1787
457		1450		15573		1790
458		1450		15591		1788
459		1448		15607		1790
460		1447		15618		1794
461		1447		15628		1799
462		1444		15645		1802
463		1442		15662		1800
464		1440		15671		1800
465		1440		15682		1797
466		1440		15694		1794
467		1438		15703		1792
468		1437		15714		1796
469		1437		15723		1794
470		1436		15733		1792
471		1437		15741		1790
472		1436		15750		1794
473		1435		15757		1794
474		1433		15767		1794
475		1433		15782		1788
476		1433		15797		1789
477		1433		15808		1791
478		1432		15816		1790
479		1431		15826		1791
480		1431		15833		1792
481		1431		15839		1793
482		1431		15848		1793
483		1430		15852		1795
484		1430		15862		1792
485		1430		15874		1791
486		1431		15882		1788
487		1430		15889		1789
488		1429		15895		1790
489		1428		15898		1788
490		1428		15907		1786
491		1428		15915		1786
492		1428		15921		1787
493		1428		15930		1787
494		1428		15946		1790
495		1428		15959		1789
496		1426		15968		1788
497		1426		15977		1784
498		1425		15986		1787
499		1424		15995		1791
500		1424		16001		1792
501		1423		16002		1791
502		1423		16002		1791
503		1423		16002		1791
504		1422		16003		1791
505		1421		16004		1789
506		1420		16005		1791
507		1420		16005		1791
508		1420		16005		1791
509		1420		16005		1791
510		1419		16006		1790
511		1418		16007		1790
512		1417		16008		1790
513		1417		16008		1790
514		1417		16008		1790
515		1417		16008		1790
516		1417		16008		1790
517		1416		16009		1790
518		1416		16009		1790
519		1415		16010		1791
520		1415		16010		1791
521		1415		16010		1791
522		1414		16011		1790
523		1414		16011		1790
524		1414		16011		1790
525		1414		16011		1790
526		1414		16011		1790
527		1414		16011		1790
528		1414		16011		1790
529		1414		16011		1790
530		1413		16012		1790
531		1413		16012		1790
